filename , look_vec_x, look_vec_y, look_vec_z, pupil_size   , attention
4313.json, -0.1033   , 0.1126    , -0.9883   , 0.03303396   ,         1
4314.json, -0.6274   , -0.1202   , -0.7693   , 0.1255566    ,         0
4315.json, -0.5151   , 0.074     , -0.8539   , 0.1174963    ,         0
4316.json, 0.0309    , -0.1804   , -0.9831   , -0.1385648   ,         1
4317.json, -0.1608   , -0.3382   , -0.9272   , -0.08262578  ,         0
4318.json, -0.7139   , 0.0607    , -0.6976   , -0.2609237   ,         0
4319.json, -0.0285   , 0.4438    , -0.8957   , -0.09987915  ,         0
432.json , 0.5985    , 0.4556    , -0.659    , 0.2658949    ,         0
4320.json, -0.693    , -0.3352   , -0.6383   , 0.3102565    ,         0
4321.json, 0.0274    , -0.0069   , -0.9996   , 0.4041556    ,         1
4322.json, -0.781    , 0.4833    , -0.3956   , -0.3161594   ,         0
4323.json, 0.1822    , 0.0208    , -0.983    , -0.132516    ,         1
4324.json, 0.7023    , 0.1378    , -0.6984   , -0.1700876   ,         0
4325.json, 0.1465    , -0.2092   , -0.9668   , -0.1612011   ,         0
4326.json, -0.3213   , 0.5694    , -0.7567   , -0.05686359  ,         0
4327.json, -0.4038   , 0.4132    , -0.8162   , 0.1780144    ,         0
4328.json, 0.4074    , 0.3029    , -0.8616   , -0.02444436  ,         0
4329.json, -0.3299   , 0.539     , -0.775    , -0.1702432   ,         0
433.json , 0.1972    , 0.3566    , -0.9132   , -0.1313804   ,         0
4330.json, 0.1856    , 0.5152    , -0.8367   , -0.1458779   ,         0
4331.json, 0.2197    , 0.2915    , -0.931    , 0.005437552  ,         0
4332.json, 0.578     , 0.3101    , -0.7548   , 0.3156968    ,         0
4333.json, 0.5383    , -0.0365   , -0.842    , 0.2155343    ,         0
4334.json, -0.6656   , -0.2954   , -0.6853   , -0.08792336  ,         0
4335.json, -0.7256   , 0.2843    , -0.6266   , 0.1189326    ,         0
4336.json, 0.5783    , 0.2883    , -0.7632   , -0.2015128   ,         0
4337.json, -0.1932   , 0.2214    , -0.9558   , -0.2303161   ,         0
4338.json, -0.5412   , 0.1559    , -0.8263   , 0.1214254    ,         0
4339.json, -0.2403   , 0.4704    , -0.8491   , -0.1236613   ,         0
434.json , -0.3219   , 0.6265    , -0.7099   , 0.1873468    ,         0
4340.json, -0.0416   , -0.2296   , -0.9724   , -0.1882033   ,         0
4341.json, 0.0117    , 0.417     , -0.9088   , 0.2914181    ,         0
4342.json, -0.5117   , 0.1886    , -0.8382   , -0.1127982   ,         0
4343.json, -0.453    , 0.0838    , -0.8876   , 0.0516959    ,         0
4344.json, 0.7621    , 0.3995    , -0.5095   , -0.06435132  ,         0
4345.json, -0.0737   , 0.5132    , -0.8551   , 0.2361059    ,         0
4346.json, 0.0057    , 0.4324    , -0.9017   , -0.3750555   ,         0
4347.json, 0.1429    , 0.1351    , -0.9805   , 0.002970197  ,         1
4348.json, 0.5334    , -0.0375   , -0.8451   , 0.03689384   ,         0
4349.json, 0.6001    , -0.0256   , -0.7995   , 0.06667662   ,         0
435.json , 0.5037    , 0.5995    , -0.6219   , -0.0564678   ,         0
4350.json, 0.0675    , -0.4691   , -0.8806   , 0.042363     ,         0
4351.json, 0.1708    , 0.3225    , -0.931    , -0.2029651   ,         0
4352.json, 0.1076    , -0.1323   , -0.9854   , -0.1331659   ,         1
4353.json, 0.2819    , -0.6108   , -0.7399   , 0.2341899    ,         0
4354.json, 0.1157    , 0.6389    , -0.7606   , 0.1393727    ,         0
4355.json, 0.7221    , 0.2004    , -0.6621   , 0.04840799   ,         0
4356.json, -0.5945   , 0.1432    , -0.7913   , -0.04253542  ,         0
4357.json, 0.556     , -0.1838   , -0.8106   , -0.02673754  ,         0
4358.json, 0.015     , -0.4789   , -0.8778   , 0.1781662    ,         0
4359.json, -0.736    , 0.251     , -0.6287   , -0.005726809 ,         0
436.json , -0.4064   , 0.3315    , -0.8515   , 0.006632512  ,         0
4360.json, -0.3485   , -0.1053   , -0.9314   , 0.01630544   ,         0
4361.json, -0.1664   , -0.1925   , -0.9671   , -0.4086877   ,         0
4362.json, 0.5867    , 0.4417    , -0.6788   , 0.02047231   ,         0
4363.json, 0.4469    , 0.1671    , -0.8788   , -0.1509881   ,         0
4364.json, 0.7697    , 0.4042    , -0.4942   , 0.3109545    ,         0
4365.json, -0.1827   , 0.1134    , -0.9766   , 0.2100954    ,         0
4366.json, -0.1232   , -0.0715   , -0.9898   , -0.1993858   ,         1
4367.json, 0.3438    , 0.4105    , -0.8446   , -0.0277528   ,         0
4368.json, -0.0035   , -0.3243   , -0.9459   , 0.202071     ,         0
4369.json, -0.2505   , -0.3646   , -0.8968   , 0.1065826    ,         0
437.json , 0.2278    , 0.0442    , -0.9727   , 0.006290541  ,         0
4370.json, -0.2169   , 0.2448    , -0.945    , -0.0034661   ,         0
4371.json, 0.3657    , -0.0716   , -0.928    , 0.1356094    ,         0
4372.json, 0.3553    , -0.3379   , -0.8715   , -0.01578215  ,         0
4373.json, 0.345     , -0.0085   , -0.9386   , 0.2399371    ,         0
4374.json, 0.1513    , -0.3057   , -0.94     , -0.2346144   ,         0
4375.json, 0.3319    , -0.115    , -0.9363   , -0.1914782   ,         0
4376.json, -0.147    , -0.6476   , -0.7477   , -0.4431569   ,         0
4377.json, -0.347    , 0.5914    , -0.7279   , 0.001190169  ,         0
4378.json, -0.5912   , 0.3464    , -0.7283   , 0.207898     ,         0
4379.json, 0.7082    , -0.4812   , -0.5166   , 0.06431811   ,         0
438.json , 0.3806    , 0.1545    , -0.9117   , 0.3315288    ,         0
4380.json, -0.477    , -0.2452   , -0.844    , 0.135307     ,         0
4381.json, 0.2164    , -0.296    , -0.9303   , -0.06452803  ,         0
4382.json, 0.1939    , -0.5772   , -0.7932   , 0.2406194    ,         0
4383.json, -0.1065   , -0.3143   , -0.9433   , -0.07059882  ,         0
4384.json, 0.5743    , -0.2152   , -0.7899   , -0.1112653   ,         0
4385.json, -0.2236   , -0.0132   , -0.9746   , 0.2298698    ,         0
4386.json, -0.608    , -0.3127   , -0.7298   , 0.3172621    ,         0
4387.json, -0.0833   , -0.1279   , -0.9883   , -0.04593942  ,         1
4388.json, -0.1397   , 0.1744    , -0.9747   , -0.3724436   ,         0
4389.json, -0.0086   , -0.2401   , -0.9707   , -0.2246369   ,         0
439.json , -0.4144   , 0.0321    , -0.9095   , -0.3991965   ,         0
4390.json, -0.8498   , 0.325     , -0.415    , 0.2357294    ,         0
4391.json, 0.6552    , 0.0644    , -0.7527   , 0.162647     ,         0
4392.json, -0.2706   , 0.1835    , -0.945    , 0.05461325   ,         0
4393.json, 0.4833    , -0.1969   , -0.853    , 0.1007385    ,         0
4394.json, 0.299     , -0.2159   , -0.9295   , 0.1031853    ,         0
4395.json, 0.6222    , 0.1465    , -0.769    , -0.05713179  ,         0
4396.json, 0.5831    , 0.1531    , -0.7978   , 0.1380828    ,         0
4397.json, -0.0451   , 0.4665    , -0.8834   , 0.02377593   ,         0
4398.json, 0.0656    , 0.5399    , -0.8391   , 0.06800747   ,         0
4399.json, -0.1133   , 0.2097    , -0.9712   , -0.08281776  ,         0
44.json  , 0.0701    , -0.0192   , -0.9974   , 0.4184184    ,         1
440.json , -0.3155   , -0.3249   , -0.8915   , -0.1913285   ,         0
4400.json, 0.4543    , 0.5863    , -0.6707   , -0.06053931  ,         0
4401.json, 0.0819    , -0.4288   , -0.8997   , 0.2893015    ,         0
4402.json, 0.646     , -0.1357   , -0.7511   , -0.06517611  ,         0
4403.json, -0.3731   , 0.0571    , -0.926    , -0.4061635   ,         0
4404.json, 0.7609    , -0.2803   , -0.5853   , -0.3059718   ,         0
4405.json, -0.0625   , 0.2773    , -0.9587   , -0.1122955   ,         0
4406.json, 0.6454    , 0.4303    , -0.6311   , -0.1833775   ,         0
4407.json, -0.4237   , 0.2006    , -0.8833   , -0.2684155   ,         0
4408.json, 0.8017    , 0.1687    , -0.5734   , 0.1235346    ,         0
4409.json, -0.602    , -0.4458   , -0.6624   , 0.3180177    ,         0
441.json , -0.3828   , 0.2609    , -0.8862   , 0.08402993   ,         0
4410.json, 0.0856    , 0.37      , -0.9251   , 0.1199316    ,         0
4411.json, -0.3725   , 0.4703    , -0.8      , 0.1214422    ,         0
4412.json, 0.7537    , 0.4867    , -0.4417   , -0.2160777   ,         0
4413.json, 0.069     , 0.242     , -0.9678   , 0.02168085   ,         0
4414.json, -0.2045   , 0.283     , -0.9371   , 0.02113908   ,         0
4415.json, 0.2022    , 0.4704    , -0.859    , -0.2029457   ,         0
4416.json, 0.0792    , -0.0584   , -0.9951   , 0.08664344   ,         1
4417.json, 0.3967    , -0.3387   , -0.8532   , -0.4094979   ,         0
4418.json, -0.4289   , -0.1448   , -0.8917   , 0.5024177    ,         0
4419.json, 0.1538    , -0.1829   , -0.971    , 0.15741      ,         0
442.json , -0.6786   , 0.0799    , -0.7301   , -0.09534127  ,         0
4420.json, -0.1207   , -0.4664   , -0.8763   , -0.2057487   ,         0
4421.json, -0.3777   , -0.6414   , -0.6678   , 0.379536     ,         0
4422.json, -0.2876   , 0.3435    , -0.894    , 0.1154713    ,         0
4423.json, 0.1544    , -0.3263   , -0.9326   , -0.1603725   ,         0
4424.json, 0.3239    , 0.3683    , -0.8715   , 0.05776437   ,         0
4425.json, -0.1544   , 0.293     , -0.9435   , -0.1904002   ,         0
4426.json, -0.1121   , -0.3788   , -0.9187   , -0.09380657  ,         0
4427.json, 0.0231    , 0.6952    , -0.7184   , 0.1953859    ,         0
4428.json, 0.6333    , 0.1368    , -0.7617   , -0.112978    ,         0
4429.json, -0.633    , 0.2231    , -0.7413   , 0.07007307   ,         0
443.json , -0.3672   , -0.3107   , -0.8767   , -0.1169841   ,         0
4430.json, -0.8586   , 0.3966    , -0.3249   , 0.2142469    ,         0
4431.json, -0.1742   , 0.5715    , -0.8019   , -0.09028229  ,         0
4432.json, -0.1278   , -0.2711   , -0.954    , -0.02918347  ,         0
4433.json, 0.4043    , -0.0285   , -0.9142   , -0.01287535  ,         0
4434.json, -0.1242   , 0.3521    , -0.9277   , 0.1738307    ,         0
4435.json, -0.7632   , -0.1601   , -0.626    , 0.03448364   ,         0
4436.json, 0.2752    , 0.5189    , -0.8093   , 0.3173285    ,         0
4437.json, -0.4353   , 0.3872    , -0.8128   , -0.1322153   ,         0
4438.json, 0.6129    , -0.5116   , -0.6022   , -0.01355523  ,         0
4439.json, -0.3365   , -0.3015   , -0.8921   , 0.0527945    ,         0
444.json , -0.0251   , 0.2355    , -0.9715   , 0.1254669    ,         0
4440.json, -0.1456   , 0.6003    , -0.7864   , -0.06483681  ,         0
4441.json, 0.1954    , 0.0551    , -0.9792   , 0.3138421    ,         0
4442.json, 0.5372    , -0.6074   , -0.5852   , 0.3763032    ,         0
4443.json, -0.1645   , -0.1313   , -0.9776   , -0.08669685  ,         0
4444.json, -0.0628   , -0.21     , -0.9757   , 0.3542408    ,         0
4445.json, -0.0251   , 0.1969    , -0.9801   , -0.1182641   ,         1
4446.json, -0.3973   , 0.2934    , -0.8695   , -0.1687359   ,         0
4447.json, -0.6622   , -0.2069   , -0.7202   , 0.1142345    ,         0
4448.json, 0.4598    , -0.05     , -0.8866   , 0.08754694   ,         0
4449.json, -0.7847   , 0.1035    , -0.6111   , -0.05855773  ,         0
445.json , 0.2331    , 0.3977    , -0.8874   , -0.1508274   ,         0
4450.json, -0.5074   , 0.2766    , -0.8161   , 0.2391966    ,         0
4451.json, 0.2986    , -0.6636   , -0.6859   , 0.5425732    ,         0
4452.json, -0.6633   , 0.5746    , -0.4794   , -0.1550473   ,         0
4453.json, -0.1043   , -0.0484   , -0.9934   , -0.2056085   ,         1
4454.json, 0.0576    , -0.0434   , -0.9974   , 0.381697     ,         1
4455.json, -0.3169   , -0.3463   , -0.883    , -0.118964    ,         0
4456.json, -0.1679   , 0.5147    , -0.8408   , 0.1373228    ,         0
4457.json, 0.2312    , 0.3211    , -0.9184   , -0.07193779  ,         0
4458.json, 0.8816    , -0.224    , -0.4154   , 0.1889539    ,         0
4459.json, -0.3811   , 0.0907    , -0.9201   , -0.09353942  ,         0
446.json , -0.02     , -0.1129   , -0.9934   , -0.1369973   ,         1
4460.json, 0.107     , 0.3346    , -0.9363   , 0.02859427   ,         0
4461.json, -0.5004   , -0.2993   , -0.8124   , 0.1203251    ,         0
4462.json, 0.4383    , -0.524    , -0.7303   , 0.3075857    ,         0
4463.json, 0.3734    , 0.5785    , -0.7252   , -0.2462839   ,         0
4464.json, 0.2241    , -0.326    , -0.9184   , -0.1217073   ,         0
4465.json, 0.6203    , 0.2401    , -0.7467   , 0.03566469   ,         0
4466.json, 0.5624    , -0.1059   , -0.8201   , 0.2672838    ,         0
4467.json, -0.0406   , -0.218    , -0.9751   , -0.1276039   ,         0
4468.json, -0.6248   , -0.4816   , -0.6145   , -0.223473    ,         0
4469.json, 0.5373    , 0.0967    , -0.8378   , 0.04233025   ,         0
447.json , -0.6579   , 0.4984    , -0.5646   , 0.01397313   ,         0
4470.json, 0.4598    , -0.535    , -0.7088   , -0.05985979  ,         0
4471.json, 0.4916    , -0.1999   , -0.8475   , 0.07091348   ,         0
4472.json, -0.3405   , -0.3223   , -0.8833   , 0.1006455    ,         0
4473.json, 0.1666    , 0.0697    , -0.9836   , 0.1329184    ,         1
4474.json, -0.2408   , 0.2014    , -0.9495   , 0.1710723    ,         0
4475.json, -0.8086   , 0.2612    , -0.5273   , 0.1786015    ,         0
4476.json, -0.8227   , -0.1427   , -0.5502   , -0.266318    ,         0
4477.json, 0.3057    , -0.1436   , -0.9412   , -0.3241265   ,         0
4478.json, -0.2292   , -0.2361   , -0.9443   , 0.006782954  ,         0
4479.json, -0.559    , -0.3995   , -0.7266   , 0.1595561    ,         0
448.json , 0.4194    , 0.5985    , -0.6826   , -0.09938417  ,         0
4480.json, 0.6911    , -0.3586   , -0.6275   , 0.1594841    ,         0
4481.json, 0.4626    , 0.6518    , -0.601    , 0.1748826    ,         0
4482.json, -0.1229   , -0.5364   , -0.8349   , -0.1783968   ,         0
4483.json, 0.4799    , 0.0911    , -0.8726   , 0.09948011   ,         0
4484.json, -0.6601   , -0.0222   , -0.7509   , -0.3146105   ,         0
4485.json, -0.7348   , 0.083     , -0.6731   , 0.1112306    ,         0
4486.json, 0.4951    , -0.5099   , -0.7034   , 0.08316439   ,         0
4487.json, 0.3095    , -0.3671   , -0.8772   , 0.007922367  ,         0
4488.json, -0.6712   , -0.0622   , -0.7386   , -0.04826181  ,         0
4489.json, -0.3858   , -0.3811   , -0.8402   , -0.2207355   ,         0
449.json , 0.1794    , 0.1628    , -0.9702   , 0.0002425728 ,         0
4490.json, 0.2484    , -0.0081   , -0.9686   , -0.2325076   ,         0
4491.json, -0.5727   , 0.1809    , -0.7995   , -0.01112015  ,         0
4492.json, 0.444     , 0.1582    , -0.8819   , 0.3350635    ,         0
4493.json, -0.679    , -0.408    , -0.6103   , 0.03759427   ,         0
4494.json, 0.1312    , 0.5784    , -0.8051   , -0.05108043  ,         0
4495.json, -0.36     , 0.1951    , -0.9123   , -0.2435142   ,         0
4496.json, -0.135    , 0.2949    , -0.946    , -0.09334987  ,         0
4497.json, 0.3887    , 0.0776    , -0.9181   , -0.07475517  ,         0
4498.json, -0.477    , -0.3175   , -0.8195   , 0.001508227  ,         0
4499.json, 0.5551    , -0.3278   , -0.7645   , 0.1517011    ,         0
45.json  , -0.3898   , -0.3427   , -0.8548   , 0.1001974    ,         0
450.json , -0.7689   , -0.1342   , -0.6252   , -0.1578334   ,         0
4500.json, 0.4017    , 0.1091    , -0.9093   , 0.02898245   ,         0
4501.json, 0.7383    , -0.2278   , -0.6349   , 0.1288151    ,         0
4502.json, -0.2718   , -0.4667   , -0.8416   , 0.3006547    ,         0
4503.json, -0.2394   , -0.4103   , -0.88     , 0.02004295   ,         0
4504.json, 0.5441    , 0.2113    , -0.812    , 0.3521257    ,         0
4505.json, 0.3419    , 0.3159    , -0.885    , 0.2112099    ,         0
4506.json, -0.0942   , -0.2062   , -0.974    , -0.24001     ,         0
4507.json, 0.2473    , 0.6702    , -0.6998   , 0.1653381    ,         0
4508.json, -0.4231   , 0.2392    , -0.8739   , 0.1017506    ,         0
4509.json, 0.6109    , -0.1918   , -0.7682   , 0.2779093    ,         0
451.json , 0.0209    , 0.2602    , -0.9653   , 0.228618     ,         0
4510.json, -0.1376   , 0.2377    , -0.9616   , 0.101719     ,         0
4511.json, -0.7315   , -0.2185   , -0.6459   , 0.3023657    ,         0
4512.json, -0.3399   , -0.1453   , -0.9292   , -0.2185983   ,         0
4513.json, 0.0702    , -0.0658   , -0.9954   , 0.2132794    ,         1
4514.json, 0.6907    , -0.1186   , -0.7134   , -0.4019932   ,         0
4515.json, -0.1389   , 0.6781    , -0.7217   , -0.1153222   ,         0
4516.json, 0.7633    , 0.566     , -0.3114   , 0.01002272   ,         0
4517.json, 0.7039    , 0.2613    , -0.6605   , -0.07357878  ,         0
4518.json, -0.3187   , -0.2623   , -0.9109   , -0.2939092   ,         0
4519.json, 0.0452    , 0.3366    , -0.9406   , -0.3074318   ,         0
452.json , -0.115    , 0.1786    , -0.9772   , 0.1707081    ,         0
4520.json, 0.3757    , -0.0112   , -0.9267   , 0.1705872    ,         0
4521.json, 0.2951    , -0.1614   , -0.9417   , -0.1910023   ,         0
4522.json, 0.5149    , -0.3715   , -0.7726   , -0.3836407   ,         0
4523.json, 0.2998    , 0.6278    , -0.7183   , 0.1251291    ,         0
4524.json, -0.6981   , -0.0458   , -0.7145   , 0.2706473    ,         0
4525.json, 0.5348    , 0.1972    , -0.8217   , -0.2282252   ,         0
4526.json, -0.0914   , -0.5966   , -0.7973   , -0.1351769   ,         0
4527.json, -0.2062   , 0.1276    , -0.9702   , -0.09838376  ,         0
4528.json, 0.2701    , 0.104     , -0.9572   , 0.04229978   ,         0
4529.json, 0.2391    , 0.3436    , -0.9082   , -0.07450812  ,         0
453.json , 0.1864    , -0.0696   , -0.98     , 0.194467     ,         1
4530.json, 0.1066    , 0.3916    , -0.9139   , -0.1423736   ,         0
4531.json, 0.0302    , 0.2236    , -0.9742   , 0.1493354    ,         0
4532.json, -0.1976   , -0.0034   , -0.9803   , -0.1422787   ,         1
4533.json, 0.2523    , -0.074    , -0.9648   , -0.3183565   ,         0
4534.json, 0.1026    , -0.3459   , -0.9327   , -0.01244983  ,         0
4535.json, 0.2741    , 0.3684    , -0.8883   , 0.1825618    ,         0
4536.json, -0.0033   , 0.1056    , -0.9944   , -0.1775538   ,         1
4537.json, 0.149     , -0.094    , -0.9844   , -0.4458889   ,         1
4538.json, -0.0647   , 0.1135    , -0.9914   , 0.1596723    ,         1
4539.json, 0.2059    , 0.2349    , -0.95     , 0.05522631   ,         0
454.json , 0.0312    , -0.0402   , -0.9987   , -0.04290215  ,         1
4540.json, -0.5348   , 0.0617    , -0.8427   , -0.3242754   ,         0
4541.json, 0.2196    , 0.653     , -0.7248   , -0.07740892  ,         0
4542.json, -0.7148   , 0.0542    , -0.6972   , 0.04319683   ,         0
4543.json, 0.3088    , 0.1309    , -0.9421   , 0.09590429   ,         0
4544.json, -0.1641   , -0.4161   , -0.8944   , -0.2343244   ,         0
4545.json, 0.0699    , -0.046    , -0.9965   , -0.3509279   ,         1
4546.json, 0.4441    , 0.077     , -0.8927   , 0.4461687    ,         0
4547.json, -0.2434   , 0.0127    , -0.9698   , 0.3078664    ,         0
4548.json, -0.1325   , 0.0518    , -0.9898   , -0.08046664  ,         1
4549.json, 0.3785    , 0.2996    , -0.8758   , -0.02510344  ,         0
455.json , 0.0524    , 0.3515    , -0.9347   , 0.1886628    ,         0
4550.json, -0.1424   , 0.3253    , -0.9348   , -0.3814443   ,         0
4551.json, -0.4167   , -0.5476   , -0.7256   , 0.152743     ,         0
4552.json, 0.7524    , 0.3793    , -0.5385   , -0.1164995   ,         0
4553.json, 0.5671    , 0.4732    , -0.6742   , -0.2544691   ,         0
4554.json, -0.4428   , -0.2553   , -0.8595   , 0.02514296   ,         0
4555.json, -0.8688   , 0.2214    , -0.4429   , 0.1854242    ,         0
4556.json, -0.814    , -0.1669   , -0.5563   , 0.01860363   ,         0
4557.json, 0.0584    , 0.395     , -0.9168   , 0.2636538    ,         0
4558.json, -0.0984   , -0.052    , -0.9938   , 0.04807517   ,         1
4559.json, -0.8364   , 0.2123    , -0.5053   , -0.3055972   ,         0
456.json , -0.5024   , -0.1611   , -0.8495   , -0.22192     ,         0
4560.json, -0.5753   , 0.1882    , -0.796    , 0.1708311    ,         0
4561.json, -0.2256   , -0.2912   , -0.9297   , 0.1272514    ,         0
4562.json, -0.1076   , -0.537    , -0.8367   , 0.1407129    ,         0
4563.json, -0.6118   , -0.4377   , -0.6588   , -0.1913677   ,         0
4564.json, 0.0374    , -0.3176   , -0.9475   , -0.09089331  ,         0
4565.json, -0.4532   , -0.0603   , -0.8893   , 0.247135     ,         0
4566.json, -0.5627   , -0.1948   , -0.8034   , -0.295007    ,         0
4567.json, -0.5766   , -0.2543   , -0.7765   , 0.3391485    ,         0
4568.json, 0.4357    , -0.4659   , -0.7701   , -0.1490237   ,         0
4569.json, 0.668     , -0.5502   , -0.5011   , -0.1864701   ,         0
457.json , -0.7528   , -0.0037   , -0.6582   , 0.3430126    ,         0
4570.json, 0.2683    , -0.5201   , -0.8109   , -0.2028852   ,         0
4571.json, -0.4508   , 0.0643    , -0.8903   , -0.08622275  ,         0
4572.json, -0.2404   , 0.306     , -0.9212   , -0.136252    ,         0
4573.json, -0.818    , 0.0639    , -0.5717   , -0.03497367  ,         0
4574.json, -0.8617   , 0.309     , -0.4025   , 0.3271826    ,         0
4575.json, 0.3008    , -0.4121   , -0.8601   , -0.2554335   ,         0
4576.json, -0.1589   , -0.4103   , -0.898    , -0.2764112   ,         0
4577.json, -0.3944   , 0.0785    , -0.9156   , -0.08976772  ,         0
4578.json, -0.7441   , 0.2758    , -0.6085   , 0.2639064    ,         0
4579.json, 0.1488    , -0.3007   , -0.942    , -0.3047334   ,         0
458.json , -0.7226   , -0.2238   , -0.6541   , 0.2918901    ,         0
4580.json, 0.4607    , -0.0065   , -0.8875   , 0.16955      ,         0
4581.json, 0.4336    , 0.3107    , -0.8459   , 0.1373191    ,         0
4582.json, -0.1218   , 0.659     , -0.7422   , -0.1148319   ,         0
4583.json, 0.5806    , 0.3344    , -0.7424   , 0.08904115   ,         0
4584.json, -0.2987   , -0.1339   , -0.9449   , -0.03768105  ,         0
4585.json, 0.3392    , -0.0727   , -0.9379   , 0.3046975    ,         0
4586.json, 0.6938    , 0.4156    , -0.5881   , -0.103598    ,         0
4587.json, -0.5924   , -0.348    , -0.7267   , 0.09933005   ,         0
4588.json, 0.3153    , 0.4892    , -0.8132   , 0.08063515   ,         0
4589.json, -0.1963   , 0.0527    , -0.9791   , 0.007291467  ,         0
459.json , -0.1865   , 0.5311    , -0.8265   , -0.3044517   ,         0
4590.json, 0.2236    , 0.2588    , -0.9397   , -0.267616    ,         0
4591.json, 0.6267    , 0.2561    , -0.736    , -0.376466    ,         0
4592.json, 0.365     , 0.2948    , -0.8831   , 0.1435038    ,         0
4593.json, -0.2091   , -0.5837   , -0.7846   , -0.09547448  ,         0
4594.json, 0.6923    , -0.095    , -0.7153   , 0.163234     ,         0
4595.json, -0.0076   , 0.3723    , -0.9281   , 0.06227709   ,         0
4596.json, 0.4798    , 0.3533    , -0.8031   , 0.2665509    ,         0
4597.json, -0.4276   , -0.4788   , -0.7667   , -0.1135291   ,         0
4598.json, 0.7989    , 0.4421    , -0.4077   , -0.02497536  ,         0
4599.json, 0.2035    , 0.1131    , -0.9725   , -0.09562027  ,         0
46.json  , -0.6617   , 0.6129    , -0.4318   , -0.03782719  ,         0
460.json , -0.3355   , 0.1526    , -0.9296   , 0.2089218    ,         0
4600.json, 0.594     , 0.0065    , -0.8045   , -0.1441284   ,         0
4601.json, 0.1772    , 0.1047    , -0.9786   , -0.01137542  ,         0
4602.json, 0.5045    , 0.4242    , -0.752    , -0.04162104  ,         0
4603.json, -0.012    , -0.2618   , -0.965    , -0.2636957   ,         0
4604.json, 0.8832    , 0.2637    , -0.3878   , 0.04094311   ,         0
4605.json, -0.3386   , -0.1822   , -0.9231   , 0.00527596   ,         0
4606.json, 0.4361    , 0.244     , -0.8662   , -0.3419947   ,         0
4607.json, -0.2133   , -0.5348   , -0.8176   , -0.07754637  ,         0
4608.json, 0.2278    , 0.3231    , -0.9185   , -0.277011    ,         0
4609.json, 0.2161    , -0.2444   , -0.9453   , 0.3868543    ,         0
461.json , -0.1481   , -0.4151   , -0.8977   , 0.2776361    ,         0
4610.json, -0.1736   , -0.0653   , -0.9826   , 0.4054188    ,         1
4611.json, 0.3261    , 0.5377    , -0.7775   , -0.1671846   ,         0
4612.json, -0.3464   , 0.4831    , -0.8041   , 0.005918703  ,         0
4613.json, 0.6927    , -0.0954   , -0.7149   , 0.0275931    ,         0
4614.json, -0.2259   , -0.1813   , -0.9571   , 0.2447456    ,         0
4615.json, -0.1621   , -0.6656   , -0.7285   , -0.1426421   ,         0
4616.json, 0.4397    , 0.3529    , -0.8259   , 0.2139441    ,         0
4617.json, -0.4993   , 0.1744    , -0.8487   , 0.1161991    ,         0
4618.json, 0.3155    , -0.4302   , -0.8458   , 0.2110407    ,         0
4619.json, -0.721    , -0.433    , -0.541    , -0.3376567   ,         0
462.json , 0.603     , 0.1449    , -0.7845   , -0.1447715   ,         0
4620.json, -0.1759   , 0.0195    , -0.9842   , 0.2120532    ,         1
4621.json, 0.6749    , -0.4948   , -0.5475   , 0.5546465    ,         0
4622.json, 0.6314    , -0.4475   , -0.6333   , -0.2016283   ,         0
4623.json, 0.784     , -0.1738   , -0.5959   , -0.2043044   ,         0
4624.json, -0.1934   , -0.5704   , -0.7983   , -0.2476749   ,         0
4625.json, -0.2644   , -0.4559   , -0.8499   , 0.06445709   ,         0
4626.json, -0.2105   , -0.6791   , -0.7032   , -0.1080375   ,         0
4627.json, -0.092    , -0.4838   , -0.8704   , 0.4005051    ,         0
4628.json, -0.1374   , -0.6607   , -0.738    , -0.1978503   ,         0
4629.json, -0.3018   , 0.3206    , -0.8979   , 0.1046879    ,         0
463.json , -0.2535   , -0.1841   , -0.9497   , -0.2113337   ,         0
4630.json, -0.5841   , -0.3715   , -0.7217   , -0.03114231  ,         0
4631.json, -0.101    , -0.0806   , -0.9916   , -0.1689969   ,         1
4632.json, 0.2358    , 0.2752    , -0.932    , 0.1875831    ,         0
4633.json, 0.0528    , -0.5474   , -0.8352   , -0.2883603   ,         0
4634.json, -0.0852   , 0.4883    , -0.8685   , -0.3931987   ,         0
4635.json, -0.2889   , 0.4046    , -0.8677   , 0.3445891    ,         0
4636.json, 0.1257    , -0.3855   , -0.9141   , -0.04056623  ,         0
4637.json, 0.699     , 0.3815    , -0.6048   , 0.01205825   ,         0
4638.json, -0.3122   , -0.0328   , -0.9494   , 0.2221756    ,         0
4639.json, 0.5484    , -0.1555   , -0.8216   , -0.1470634   ,         0
464.json , 0.4839    , 0.3223    , -0.8136   , 0.3020678    ,         0
4640.json, 0.543     , 0.0582    , -0.8377   , -0.006459306 ,         0
4641.json, 0.4421    , 0.2567    , -0.8594   , 0.04585164   ,         0
4642.json, 0.0901    , 0.2483    , -0.9645   , 0.04707216   ,         0
4643.json, 0.1098    , 0.2084    , -0.9719   , -0.1197885   ,         0
4644.json, 0.3184    , -0.4788   , -0.8182   , 0.1016822    ,         0
4645.json, -0.5736   , 0.0188    , -0.8189   , 0.07061984   ,         0
4646.json, -0.051    , -0.0968   , -0.994    , -0.07031935  ,         1
4647.json, -0.5798   , -0.4629   , -0.6705   , -0.08407309  ,         0
4648.json, 0.5593    , 0.1634    , -0.8127   , 0.1541525    ,         0
